type,object_id,text_id,flavor_text
"('Misc', 5)",295,29500,"{'name': 'Cheezy Poofs', 'description': 'A box of cheese flavored puffs. They are extremely good.'}"
"('Misc', 5)",257,25700,"{'name': ""Cornelius' Gold Watch"", 'description': 'This is an ancient time-piece known as a pocket watch. Time ran out for this keepsake, many long years ago.'}"
"('Container', 1)",176,17600,"{'name': 'Stuff', 'description': 'These are miscellaneous items, also known as ""stuff"".'}"
"('Container', 1)",137,13700,"{'name': 'Locker', 'description': 'A storage container.'}"
"('Misc', 5)",430,43000,"{'name': 'Howitzer Shell', 'description': 'A 75mm Howitzer shell. The casing has mostly corroded away, but you can make out these letters. EXP. 9-25-98.'}"
"('Misc', 5)",85,8500,"{'name': 'Plastic Explosives', 'description': 'A chunk of Cordex, a military brand of plastic explosives. Highly stable, very destructive. Includes a timer.'}"
"('Misc', 5)",288,28800,"{'name': 'Car Fuel Cell', 'description': 'A car fuel cell.'}"
"('Misc', 5)",356,35600,"{'name': 'Computer Voice Module', 'description': 'A circuit board with several unidentifiable parts, a microphone, and an inscription that reads ""Vault-Tec Voice Recognition Module.""'}"
"('Ammo', 4)",359,35900,"{'name': '4.7mm Caseless', 'description': 'Ammunition. Caliber: 4.7mm, caseless.'}"
"('Misc', 5)",484,48400,"{'name': ""Player's Ear"", 'description': 'This is your ear. The Masticator bit it off during the fight and spit it on your unconscious body. If you are reading this, it probably means you will be reloading soon. Of course, it is possible this item has some special value.'}"
"('Weapon', 3)",486,48600,"{'name': 'Refined Uranium Ore', 'description': 'A chunk of Uranium Ore. This ore seems to have been processed somehow. It seems heavier.'}"
"('Misc', 5)",226,22600,"{'name': 'Box Of Noodles', 'description': 'You have no idea what ""Instant Spaghetti"" means.'}"
"('Weapon', 3)",143,14300,"{'name': 'Sniper Rifle', 'description': 'A DKS-501 Sniper Rifle. Excellent long range projectile weapon. Originally .308, this one is chambered in the more common .223 caliber. Min ST: 5.'}"
"('Misc', 5)",466,46600,"{'name': 'Password Paper', 'description': 'A sheet of folded paper with the word ""TCHAIKOVSKY"" written on it.'}"
"('Container', 1)",188,18800,"{'name': 'Locker', 'description': 'A locker.'}"
"('Container', 1)",211,21100,"{'name': 'Bones', 'description': ""You see Ed. Ed's dead.""}"
"('Container', 1)",134,13400,"{'name': 'Locker', 'description': 'A storage container.'}"
"('Misc', 5)",445,44500,"{'name': ""Sheriff's Badge"", 'description': 'A Badge worn by the Sheriff of a town.'}"
"('Ammo', 4)",274,27400,"{'name': 'Robo Rocket Ammo', 'description': 'Only used by rocket equipped robots.'}"
"('Misc', 5)",220,22000,"{'name': 'Heavy Healing', 'description': 'Barter for this option if you want lots of care and heavy healing.'}"
"('Container', 1)",345,34500,"{'name': 'Gravesite', 'description': 'Gravesite'}"
"('Misc', 5)",464,46400,"{'name': 'Experiment Holodisk', 'description': 'The label reads: Research log.'}"
"('Weapon', 3)",398,39800,"{'name': '.44 Magnum (Speed Load)', 'description': 'A .44 Magnum Revolver with a speed loader. Min ST: 5.'}"
"('Misc', 5)",508,50800,"{'name': 'Rubber Doll', 'description': 'An inflatable rubber sex doll. This model is called ""Tandi"".'}"
"('Misc', 5)",196,19600,"{'name': 'Mutant Transmissions', 'description': 'This holotape looks like it was set to record audio data from a radio. Use the tape to transfer the information to your PIPBoy.'}"
"('Container', 1)",108,10800,"{'name': 'Bones', 'description': 'A collection of strange bones.'}"
"('Container', 1)",44,4400,"{'name': 'Ice Chest', 'description': 'On old-style ice chest. The hinges are in good working condition.'}"
"('Armor', 0)",380,38000,"{'name': 'Metal Armor Mark II', 'description': 'Polished metal plates, finely crafted into a suit of armor.'}"
"('Weapon', 3)",388,38800,"{'name': 'Needler Pistol', 'description': 'You suspect this Bringham needler pistol was once used for scientific field studies. It uses small hard-plastic hypodermic darts as ammo. Min ST: 3.'}"
"('Misc', 5)",339,33900,"{'name': 'NCR Spy Holodisk', 'description': 'This holodisk contains reports of NCR caravan schedules and security information. It\'s addressed to Darion and signed ""F"". With this info, it\'s easy to see how the raiders have avoided capture.'}"
"('Misc', 5)",305,30500,"{'name': 'Yellow Reactor Keycard', 'description': 'An electronic security key, color coded yellow.'}"
"('Misc', 5)",494,49400,"{'name': 'Kokoweef Mine Scrip', 'description': 'This is a small chit probably used to pay Kokoweef Mine Workers.'}"
"('Container', 1)",158,15800,"{'name': 'Tool Board', 'description': 'This board holds a variety of tools above the popular workbench.'}"
"('Misc', 5)",221,22100,"{'name': 'Security Card', 'description': ""A keycard with a security level encoded within it's very simple electronics.""}"
"('Container', 1)",182,18200,"{'name': 'Desk', 'description': 'A generic desk.'}"
"('Container', 1)",368,36800,"{'name': 'Ammo Crate', 'description': 'Ammo Crate'}"
"('Weapon', 3)",94,9400,"{'name': 'Shotgun', 'description': 'A Winchester Widowmaker double-barreled 12-gauge shotgun. Short barrel, with mahogany grip. Min ST: 4.'}"
"('Weapon', 3)",118,11800,"{'name': 'Laser Rifle', 'description': 'A Wattz 2000 Laser Rifle. Uses micro fusion cells for more powerful lasers, and an extended barrel for additional range. Min ST: 6.'}"
"('Weapon', 3)",25,2500,"{'name': 'Grenade (Frag)', 'description': 'A generic fragmentation grenade. Contains a small amount of high explosives, the container itself forming most of the damaging fragments. Explodes on contact. Min ST: 3.'}"
"('Container', 1)",145,14500,"{'name': 'Bookshelf', 'description': 'A wooden bookshelf.'}"
"('Misc', 5)",215,21500,"{'name': 'Brotherhood History', 'description': 'A holotape containing information relating to the Brotherhood of Steel. Can be used to enter information into your PIPBoy 2000.'}"
"('Container', 1)",501,50100,"{'name': 'Wall Safe', 'description': 'Floor Safe'}"
"('Weapon', 3)",16,1600,"{'name': 'Laser Pistol', 'description': 'A Wattz 1000 Laser Pistol. Civilian model, so the wattage is lower than military or police versions. Uses small energy cells. Min ST: 3.'}"
"('Weapon', 3)",27,2700,"{'name': 'Grenade (Pulse)', 'description': ""An electromagnetic pulse grenade, generating an intense magnetic field on detonation. Doesn't affect biological creatures. Contact fuze. Min ST: 4.""}"
"('Weapon', 3)",383,38300,"{'name': 'Shiv', 'description': ""This home-made knife is as dangerous as it is easily concealed. Its presence can't be detected by others. Min ST: 1.""}"
"('Misc', 5)",276,27600,"{'name': 'Gecko Pelt', 'description': 'This is the dried and cured hide of a Gecko.'}"
"('Weapon', 3)",268,26800,"{'name': 'H&K CAWS', 'description': 'The CAWS, short for Close Assault Weapons System, shotgun is a useful tool for close-range combat. The bullpup layout gives the weapon a short, easily handleable, length while still retaining enough barrel length for its high velocity shells. Min ST: 6.'}"
"('Weapon', 3)",385,38500,"{'name': 'Sawed-Off Shotgun', 'description': ""Someone took the time to chop the last few inches off the barrel and stock of this shotgun. Now, the wide spread of this hand-cannon's short-barreled shots makes it perfect for short-range crowd control. Min ST: 4.""}"
"('Misc', 5)",444,44400,"{'name': 'Raiders Map', 'description': 'This is a crumpled map of pre-war Northern California. Reno and the surrounding caravan trails are outlined in red, and there is a red ""X"" far to the east of Reno with ""Raiders"" scrawled beneath it.'}"
"('Weapon', 3)",489,48900,"{'name': 'Special Boxer Weapon', 'description': 'NCR History Holodisk'}"
"('Weapon', 3)",313,31300,"{'name': '.44 Magnum Revolver', 'description': ""Being that this is the most powerful handgun in the world, and can blow your head clean-off, you've got to ask yourself one question. Do I feel lucky? Well, do ya punk?. Min ST: 5.""}"
"('Container', 1)",177,17700,"{'name': 'Stuff', 'description': 'These are miscellaneous items, also known as ""stuff"".'}"
"('Armor', 0)",2,200,"{'name': 'Metal Armor', 'description': 'Polished metal plates, crudely forming a suit of armor.'}"
"('Misc', 5)",86,8600,"{'name': 'Scout Handbook', 'description': 'A book on the methods and ideals of Scouting. Very practical information regarding outdoor life.'}"
"('Container', 1)",181,18100,"{'name': 'Desk', 'description': ""A generic desk. Seen one desk, you've seen them all.""}"
"('Weapon', 3)",162,16200,"{'name': 'Red Ryder LE BB Gun', 'description': 'A limited edition version of the Red Ryder BB gun. A true classic. Min ST: 3.'}"
"('Misc', 5)",437,43700,"{'name': 'Pack of Marked Cards', 'description': 'Every card in this set is a red queen. Must make for some boring games.'}"
"('Container', 1)",502,50200,"{'name': 'Floor Safe', 'description': 'Blue Memory Module'}"
"('Weapon', 3)",236,23600,"{'name': 'Combat Knife', 'description': 'A high-quality combat knife, the Stallona is from SharpWit, Inc. The edge of this blade is guaranteed sharp for over a decade of use! Min ST: 2.'}"
"('Weapon', 3)",518,51800,"{'name': 'Dual Minigun', 'description': 'Only use for Auto-Cannon critter.'}"
"('Container', 1)",167,16700,"{'name': 'Table', 'description': 'A generic table. Holds stuff off the ground.'}"
"('Weapon', 3)",332,33200,"{'name': 'M3A1 ""Grease Gun"" SMG', 'description': 'This submachine gun filled National Guard arsenals after the Army replaced it with newer weapons. However, the ""Grease Gun"" was simple and cheap to manufacture so there are still quite a few still in use. Min ST: 4.'}"
"('Weapon', 3)",28,2800,"{'name': 'Gatling Laser', 'description': 'An H&K L30 Gatling Laser. Designed specifically for military use, these were in the prototype stage at the beginning of the War. Multiple barrels allow longer firing before overheating. Powered by Micro Fusion Cells. Min ST: 6.'}"
"('Weapon', 3)",354,35400,"{'name': 'Pancor Jackhammer', 'description': 'The Jackhammer, despite its name, is an easy to control shotgun, even when fired on full automatic. The popular bullpup design, which places the magazine behind the trigger, makes the weapon well balanced & easy to control. Min ST: 5.'}"
"('Misc', 5)",164,16400,"{'name': 'Brotherhood Tape', 'description': 'A holodisc from regarding the Brotherhood of Steel.'}"
"('Misc', 5)",506,50600,"{'name': 'Yellow Memory Module', 'description': 'A read only computer memory module containing medical information. This module details intelligence enhancements.'}"
"('Container', 1)",64,6400,"{'name': 'Bookcase', 'description': 'A wooden bookcase.'}"
"('Drug', 2)",311,31100,"{'name': 'Roentgen Rum', 'description': 'A bottle of Roentgen rum. It glows in the dark!'}"
"('Weapon', 3)",319,31900,"{'name': 'Switchblade', 'description': 'The blade of this small knife is held by a spring. When a button on the handle is pressed, the blades shoots out with a satisfying ""Sssssshk"" sound. Min ST: 1.'}"
"('Misc', 5)",272,27200,"{'name': 'Xander Root', 'description': 'The rare root that gives healing properties to the powder of healing.'}"
"('Container', 1)",374,37400,"{'name': 'Gravesite', 'description': 'Gravesite'}"
"('Weapon', 3)",387,38700,"{'name': 'M60', 'description': 'This relatively light machine gun was prized by militaries around for world for its high rate of fire. This reliable, battlefield-proven design, was used on vehicles and for squad level fire-support. Min ST: 7.'}"
"('Container', 1)",170,17000,"{'name': 'Stuff', 'description': 'These are miscellaneous items, also known as ""stuff"".'}"
"('Weapon', 3)",403,40300,"{'name': 'FN FAL (Night Sight)', 'description': ""This rifle has been more widely used by armed forces than any other rifle in history. It's a reliable assault weapon for any terrain or tactical situation. This weapon has been equipped with a night sight for greater night accuracy. Min ST: 5.""}"
"('Misc', 5)",98,9800,"{'name': 'Junk', 'description': 'A pile of junk parts. A little bit of everything.'}"
"('Weapon', 3)",159,15900,"{'name': 'Molotov Cocktail', 'description': 'A home-made flammable grenade. Min ST: 3.'}"
"('Weapon', 3)",160,16000,"{'name': 'Cattle Prod', 'description': ""A Farmer's Best Friend model cattle prod from Wattz Electronics. Uses small energy cells for power. Min ST: 4.""}"
"('Container', 1)",46,4600,"{'name': 'Bag', 'description': 'An average sized bag. Made from weaved brahmin hairs.'}"
"('Container', 1)",147,14700,"{'name': 'Bookshelf', 'description': 'A wooden bookshelf.'}"
"('Misc', 5)",338,33800,"{'name': 'Westin Holodisk', 'description': 'This is the holodisk you got from Westin.'}"
"('Misc', 5)",117,11700,"{'name': 'Flower', 'description': 'A beautiful flower.'}"
"('Armor', 0)",349,34900,"{'name': 'Adv. Power Armor MKII', 'description': 'This powered armor appears to be composed of entirely of lightweight ceramic composites rather than the usual combination of metal and ceramic plates. It seems as though it should give even more protection than the standard Advanced Power Armor.'}"
"('Weapon', 3)",10,1000,"{'name': 'Hunting Rifle', 'description': 'A Colt Rangemaster semi-automatic rifle, in .223 caliber. Single-shot only. Min ST: 5.'}"
"('Misc', 5)",275,27500,"{'name': 'Trophy of Recognition', 'description': 'A solid gold trophy with the inscription ""To: Dave, From: DC\'s, For: Being a Special Person.""'}"
"('Container', 1)",107,10700,"{'name': 'Bones', 'description': 'A collection of strange bones.'}"
"('Weapon', 3)",353,35300,"{'name': 'XL70E3', 'description': ""This was an experimental weapon at the time of the war. Manufactured, primarily, from high-strength polymers, the weapon is almost indestructible. It's light, fast firing, accurate, and can be broken down without the use of any tools. Min ST: 5.""}"
"('Container', 1)",174,17400,"{'name': 'Stuff', 'description': 'These are miscellaneous items, also known as ""stuff"".'}"
"('Container', 1)",133,13300,"{'name': 'Locker', 'description': 'A storage container.'}"
"('Weapon', 3)",496,49600,"{'name': 'Boxing Gloves', 'description': 'A pair of boxing gloves that smell faintly of sweat. They look like they have seen a lot of use: many old blood stains still remain.'}"
"('Container', 1)",198,19800,"{'name': 'Box', 'description': 'Box'}"
"('Weapon', 3)",404,40400,"{'name': 'Desert Eagle (Exp. Mag.)', 'description': 'An ancient Desert Eagle pistol, in .44 magnum. Interest in late 20th century films made this one of the most popular handguns of all times. This one has been equipped with an expanded magazine for longer fun and games! Min ST: 4.'}"
"('Weapon', 3)",402,40200,"{'name': 'Magneto-Laser Pistol', 'description': 'This Wattz 1000 laser pistol has been upgraded with a magnetic field targeting system that tightens the laser emission, giving this pistol extra penetrating power. Min ST: 3.'}"
"('Container', 1)",243,24300,"{'name': 'Pot', 'description': 'A finely crafted clay pot.'}"
"('Weapon', 3)",522,52200,"{'name': 'Wakizashi Blade', 'description': 'A short finely crafted knife. The tip seems to be designed to pierce armor.'}"
"('Misc', 5)",495,49500,"{'name': 'Presidential Access Key', 'description': ""This access key has what looks like the presidential seal on it. It appears as though it's used to gain Presidential level access to computers.""}"
"('Misc', 5)",251,25100,"{'name': ""Anna's Bones"", 'description': 'These bones seem unsettled.'}"
"('Misc', 5)",487,48700,"{'name': 'Note from Francis', 'description': '""Zaius, Marcus isn\'t doing anything about that mutant-hater Jacob and his damned conspirators. First they disable the air purifier... and then what? I found their secret meeting tunnels. I figure a body or two down there could implicate Jacob. If you want in, let me know. And burn the damn note this time!"" -Signed, Francis.'}"
"('Misc', 5)",341,34100,"{'name': 'Presidential Pass', 'description': ""The bearer of this document is Security Clearance A-Prime as authorized by the authority of the President of the New California Republic. It's signed by President Tandi.""}"
"('Misc', 5)",216,21600,"{'name': ""Maxson's History"", 'description': ""Maxson's Journal""}"
"('Drug', 2)",49,4900,"{'name': 'Antidote', 'description': 'A bottle containing a home-brewed antidote for poison. A milky liquid with floating pieces of radscorpion flesh.'}"
"('Misc', 5)",101,10100,"{'name': 'Lighter', 'description': 'A silver butane lighter, in good condition.'}"
"('Ammo', 4)",32,3200,"{'name': 'Flamethrower Fuel', 'description': 'A cylinder containing an extremely flammable liquid fuel for flamethrowers.'}"
"('Container', 1)",129,12900,"{'name': 'Footlocker', 'description': 'Your basic footlocker. Holds stuff, sits at foot of bed, can be locked.'}"
"('Misc', 5)",77,7700,"{'name': 'Electronic Lockpick', 'description': 'A Wattz Electronics Micromanipulator FingerStuff electronic lockpick. For defeating electronic locks and security devices.'}"
"('Ammo', 4)",38,3800,"{'name': 'Small Energy Cell', 'description': 'A small, self-contained energy storage unit.'}"
"('Weapon', 3)",400,40000,"{'name': 'Improved Flamer', 'description': 'A Flambe 450 model flamethrower, varmiter variation. Fires a short spray of extremely hot, flamable liquid. Requires specialized fuel to work properly. This model has been modified to fire a hotter mixture which causes greater combustibility. Min ST: 6.'}"
"('Drug', 2)",103,10300,"{'name': 'Iguana-on-a-stick', 'description': 'Some charred meat and vegetables on a cooking stick.'}"
"('Ammo', 4)",121,12100,"{'name': '9mm ball', 'description': 'A collection of ancient 9x19mm rounds. Heavy grease to preserve them from the environment. Standard bullets.'}"
"('Container', 1)",135,13500,"{'name': 'Locker', 'description': 'A storage container.'}"
"('Misc', 5)",429,42900,"{'name': 'Gold Tooth', 'description': ""This gold tooth used to belong to Jules, but it's yours now.""}"
"('Container', 1)",197,19700,"{'name': 'Box', 'description': 'Box'}"
"('Misc', 5)",217,21700,"{'name': ""Maxson's Journal"", 'description': 'Light Healing'}"
"('Misc', 5)",447,44700,"{'name': ""Bishop's Holodisk"", 'description': ""This holodisk contains incriminating information on Bishop's secret deal with NCR. Apparently, Bishop hired mercenaries to attack Vault City in the hopes that Vault City would turn to NCR for military aid. This holodisk is audio only and has no text data. Vault City might be interested in this.""}"
"('Misc', 5)",417,41700,"{'name': 'Oxygen Tank', 'description': ""This is the oxygen tank for Salvatore's breathing apparatus.""}"
"('Container', 1)",529,52900,"{'name': 'Mining Machine', 'description': 'End Boss Knife'}"
"('Misc', 5)",314,31400,"{'name': 'Condom (Blue Package)', 'description': 'This is a Jimmy Hats brand condom, a very reliable brand. This one is ribbed for her pleasure.'}"
"('Ammo', 4)",360,36000,"{'name': '9mm', 'description': 'Ammunition. Caliber: 9mm.'}"
"('Container', 1)",175,17500,"{'name': 'Stuff', 'description': 'These are miscellaneous items, also known as ""stuff"".'}"
"('Misc', 5)",323,32300,"{'name': 'Chimpanzee Brain', 'description': ""A monkey brain. It's soft and squishy.""}"
"('Misc', 5)",256,25600,"{'name': 'False Citizenship Papers', 'description': 'This is a set of false Citizenship Papers. They look authentic enough, but you doubt they could pass a serious inspection.'}"
"('Key', 6)",456,45600,"{'name': 'Cell Door Key', 'description': 'This key fits the Cell Door in Broken Hills.'}"
"('Container', 1)",528,52800,"{'name': 'Dead Redshirt', 'description': 'This guy has a weird red uniform you have never seen. It looks like he died from dehydration.'}"
"('Misc', 5)",422,42200,"{'name': 'Excavator Chip', 'description': 'This chip appears to be for some sort of large industrial machine. Beneath the dirt and dust, it appears to be in surprisingly good shape.'}"
"('Weapon', 3)",396,39600,"{'name': 'YK32 Pulse Pistol', 'description': 'The YK32 is an electrical pulse weapon that was developed by the Yuma Flats Energy Consortium. Though powerful, the YK32 was never considered a practical weapon due to its inefficient energy usage and bulky design. Min ST: 3.'}"
"('Misc', 5)",485,48500,"{'name': ""Masticator's Ear"", 'description': ""This is the Masticator's ear. You bit it off after pummeling him senseless. Congratulations on beating him. He's one of the toughest NPC's in the game, especially when you don't have any weapons or armor.""}"
"('Armor', 0)",379,37900,"{'name': 'Leather Armor Mark II', 'description': 'An enhanced version of the basic leather armor with extra layers of protection. Finely crafted from tanned brahmin hide.'}"
"('Misc', 5)",294,29400,"{'name': 'Vault 13 Holodisk', 'description': 'A holodisk which supposedly has the location of Vault 13.'}"
"('Misc', 5)",336,33600,"{'name': ""Moore's Briefcase"", 'description': ""Thomas Moore asked you to take this brahmin hide briefcase to the Bishop family in New Reno. It is securely locked, and you can't seem to open it.""}"
"('Container', 1)",152,15200,"{'name': 'Shelves', 'description': 'A set of wooden shelves.'}"
"('Container', 1)",42,4200,"{'name': 'Fridge', 'description': 'A refrigerator. Out of coolant.'}"
"('Misc', 5)",523,52300,"{'name': 'Survey Map', 'description': 'It looks like a geological survey map of the Bay area.'}"
"('Misc', 5)",329,32900,"{'name': 'Mutagenic Serum', 'description': 'A strange organic concoction that could possibly reverse the Mutation Factor in humans.'}"
"('Container', 1)",515,51500,"{'name': 'Pool Table', 'description': 'Pip Boy Medical Enhancer'}"
"('Misc', 5)",342,34200,"{'name': 'Ranger Pin', 'description': ""This pin says you're an official New California Ranger. Look -- it's got a code wheel and everything!""}"
"('Misc', 5)",504,50400,"{'name': 'Green Memory Module', 'description': 'A read only computer memory module containing medical information. This module details perception enhancements.'}"
"('Container', 1)",62,6200,"{'name': 'Bookcase', 'description': 'A wooden bookcase.'}"
"('Ammo', 4)",362,36200,"{'name': 'HN AP Needler Cartridge', 'description': 'Ammunition. This cartridge appears to be armor-piercing ammo for the HN Needler Pistol. The hypodermic tips are made of a strange alloy and are incredibly sharp.'}"
"('Armor', 0)",265,26500,"{'name': 'Combat Leather Jacket', 'description': ""This heavily padded leather jacket is unusual in that it has two sleeves. You'll definitely make a fashion statement whenever, and wherever, you rumble.""}"
"('Misc', 5)",306,30600,"{'name': 'Red Reactor Keycard', 'description': 'An electronic security key, color coded red.'}"
"('Weapon', 3)",15,1500,"{'name': 'Plasma Rifle', 'description': 'A Winchester Model P94 Plasma Rifle. An industrial-grade energy weapon, firing superheated bolts of plasma down a superconducting barrel. Powered by Micro Fusion Cells. Min ST: 6.'}"
"('Misc', 5)",218,21800,"{'name': 'Light Healing', 'description': 'Barter for this option if you want light healing.'}"
"('Weapon', 3)",45,4500,"{'name': 'Throwing Knife', 'description': 'A knife, balanced specifically for throwing. Made of titanium, and laser sharpened. Min ST: 3.'}"
"('Misc', 5)",99,9900,"{'name': 'Gold Locket', 'description': 'A valuable gold locket.'}"
"('Weapon', 3)",7,700,"{'name': 'Spear', 'description': 'A razor tipped polearm. The shaft is wooden, and the tip is worked steel. Min ST: 4.'}"
"('Misc', 5)",408,40800,"{'name': 'Field Medic First Aid Kit', 'description': 'A small kit containing basic emergency medical equipment. Bandages, wraps, antiseptic spray, and more.'}"
"('Key', 6)",97,9700,"{'name': 'Blue Pass Key', 'description': 'A electronic security key, color coded blue.'}"
"('Misc', 5)",237,23700,"{'name': 'Chemistry Journals', 'description': 'A random pile of literature regarding the field of Chemistry. The papers on Molecular Chemistry are particularly interesting.'}"
"('Misc', 5)",89,8900,"{'name': 'Motor', 'description': 'A 40-hp electric motor.'}"
"('Key', 6)",82,8200,"{'name': 'Key', 'description': 'A key. A key will open a particular lock.'}"
"('Container', 1)",139,13900,"{'name': 'Locker', 'description': 'A storage container.'}"
"('Container', 1)",202,20200,"{'name': 'Box', 'description': 'Box'}"
"('Misc', 5)",252,25200,"{'name': ""Anna's Gold Locket"", 'description': 'This well-worn golden locket opens to reveal a charming picture.'}"
"('Misc', 5)",285,28500,"{'name': 'Radscorpion Limbs', 'description': 'These Radscorpion pincers are hollowed out and have a strap with a broken buckle at the end.'}"
"('Container', 1)",173,17300,"{'name': 'Stuff', 'description': 'These are miscellaneous items, also known as ""stuff"".'}"
"('Misc', 5)",282,28200,"{'name': ""Clifton's Eye"", 'description': 'A small jar containing a human eye suspended in some kind of liquid. The label says General Clifton.'}"
"('Weapon', 3)",392,39200,"{'name': 'M72 Gauss Rifle', 'description': 'The M72 rifle is of German design. It uses an electromagnetic field to propel rounds at tremendous speed... and pierce almost any obstacle. Its range, accuracy and stopping power is almost unparalleled. Min ST: 6.'}"
"('Container', 1)",511,51100,"{'name': 'Pool Table', 'description': 'Pool Table'}"
"('Container', 1)",203,20300,"{'name': 'Box', 'description': 'Box'}"
"('Ammo', 4)",31,3100,"{'name': '.44 Magnum JHP', 'description': 'A brick of ammunition, .44 magnum caliber, hollow-points.'}"
"('Container', 1)",526,52600,"{'name': 'Dead Redshirt', 'description': 'This guy has a weird red uniform you have never seen. It looks like he died from dehydration.'}"
"('Container', 1)",153,15300,"{'name': 'Shelves', 'description': 'A set of wooden shelves.'}"
"('Misc', 5)",286,28600,"{'name': 'Firewood', 'description': 'A pile of firewood and kindling.'}"
"('Misc', 5)",412,41200,"{'name': 'Oil Can', 'description': 'You see a can of Armor-Go. A space-age, polymer, lubricant for powered armor.'}"
"('Misc', 5)",206,20600,"{'name': 'Dynamite', 'description': 'A high explosive, consisting of nitroglycerin mixed with the absorbent substance kiselguhr. Includes a timer, which is ticking.'}"
"('Drug', 2)",110,11000,"{'name': 'Psycho', 'description': 'An unique delivery system filled with strange and unknown chemicals of probably military origin. It is supposed to increase the combat potential of a soldier.'}"
"('Drug', 2)",48,4800,"{'name': 'RadAway', 'description': 'A chemical solution that bonds with radiation particles and passes them through your system. Takes time to work.'}"
"('Weapon', 3)",161,16100,"{'name': 'Red Ryder BB Gun', 'description': 'A Red Ryder BB gun. The classic. Min ST: 3.'}"
"('Ammo', 4)",37,3700,"{'name': 'Rocket AP', 'description': 'A rocket shell, with a smaller explosive, but designed to pierce armor plating.'}"
"('Misc', 5)",253,25300,"{'name': 'Fuel Cell Controller', 'description': ""This chip controls the flow of power into a car's electric engines. Many drivers quickly burnt out this chip through frequent rapid acceleration. Still a valuable part to have-- if you only had a car to install it in.""}"
"('Key', 6)",83,8300,"{'name': 'Key Ring', 'description': 'Multiple keys.'}"
"('Weapon', 3)",365,36500,"{'name': 'Plant Spike', 'description': 'An organic seed-spike that the carnivorous plants spit at potential food or seed carriers.'}"
"('Drug', 2)",480,48000,"{'name': 'Bonus +1 Agility', 'description': 'Bonus +1 Intelligence'}"
"('Misc', 5)",208,20800,"{'name': 'Motion Sensor', 'description': 'A Wattz Electronics C-U model motion sensor. Detects the movement of biological material over a distance of meters using a tuned radar device. It is on.'}"
"('Misc', 5)",264,26400,"{'name': ""Smith's Cool Item"", 'description': 'LONG DESCRIPTION HERE.'}"
"('Drug', 2)",260,26000,"{'name': 'Jet Antidote', 'description': 'This antidote cures the reliant effects of Jet.'}"
"('Drug', 2)",124,12400,"{'name': 'Beer', 'description': 'Some type of home brewed beer.'}"
"('Misc', 5)",340,34000,"{'name': ""Doctor's Papers"", 'description': 'A set of very detailed plans for a Cybernetic Canine Guard Unit. With this and the right facilities, a person just might be able to build a robo-dog.'}"
"('Container', 1)",67,6700,"{'name': 'Desk', 'description': 'A wooden desk.'}"
"('Ammo', 4)",30,3000,"{'name': '10mm AP', 'description': 'Ammunition. Caliber: 10mm, armor piercing.'}"
"('Misc', 5)",72,7200,"{'name': 'Briefcase', 'description': 'A briefcase, with a Made-in-the-USA label. Leather. Good condition, but the combination lock is broken.'}"
"('Container', 1)",250,25000,"{'name': 'Bones', 'description': 'A pile of human bones.'}"
"('Weapon', 3)",407,40700,"{'name': 'Mega Power Fist', 'description': 'A ""Big Frigger"" Power Fist from BeatCo. Considered by many to be the ultimate weapon to use in unarmed combat. This one has upgraded power servos for increased strength. Powered by small energy cells. Min ST: 1.'}"
"('Misc', 5)",377,37700,"{'name': 'Vault 15 Computer Parts', 'description': ""Miscellaneous computer parts with various functions. A computer geek's dream.""}"
"('Misc', 5)",436,43600,"{'name': 'Deck of Cards', 'description': 'A standard set of playing cards.'}"
"('Misc', 5)",335,33500,"{'name': ""Moore's Briefcase"", 'description': ""Thomas Moore asked you to take this brahmin hide briefcase to the Bishop family in New Reno. It is securely locked, and you can't seem to open it.""}"
"('Misc', 5)",148,14800,"{'name': 'Bookshelf', 'description': 'A wooden bookshelf.'}"
"('Misc', 5)",440,44000,"{'name': 'Bio Med Gel', 'description': 'A jar of Bio Gel used in the biomedical field.'}"
"('Misc', 5)",127,12700,"{'name': 'Rope', 'description': 'A strong, thick line. About 45 feet in length.'}"
"('Weapon', 3)",352,35200,"{'name': 'H&K G11', 'description': 'This gun revolutionized assault weapon design. The weapon fires a caseless cartridge consisting of a block of propellant with a bullet buried inside. The resultant weight and space savings allow this weapon to have a very high magazine capacity. Min ST: 5.'}"
"('Ammo', 4)",35,3500,"{'name': '5mm JHP', 'description': 'A brick of small, lightweight ammunition. Caliber: 5mm, jacketed hollow-point.'}"
"('Weapon', 3)",291,29100,"{'name': 'Robo Melee Weapon 2', 'description': 'For Floating Eye Robot. Does Electrical damage.'}"
"('Armor', 0)",113,11300,"{'name': 'Robes', 'description': 'Robes from the Children of the Cathedral.'}"
"('Misc', 5)",458,45800,"{'name': 'M.B. Holodisk 5', 'description': 'The label reads: Message to CHQ- Confidential.'}"
"('Weapon', 3)",384,38400,"{'name': 'Wrench', 'description': 'A typical wrench used by mechanics. Min ST: 3.'}"
"('Misc', 5)",327,32700,"{'name': 'Easter Egg', 'description': 'This is a hard boiled chicken egg painted with colored dyes.'}"
"('Weapon', 3)",287,28700,"{'name': 'Scoped Hunting Rifle', 'description': ""Nothing's better than seeing that surprised look on your target's face. The Loophole x20 Scope on this hunting rifle makes it easier than ever before. Accurate from first shot to last, no matter what kind of game you're gunning for. Min ST: 5.""}"
